payment_id,payment_date,order_id,amount,payment_method,payment_status
12196,2025-06-28,15517,4087.36,Card,Failed
12197,2025-05-25,9865,3793.4,Bank Transfer,Refunded
12198,2025-11-18,18566,3577.18,Bank Transfer,Refunded
12199,2024-04-29,8585,1576.07,Wallet,Success
12200,2024-09-22,19393,5383.05,Wallet,Success
12201,2023-11-08,11961,8881.58,Bank Transfer,Refunded
12202,2024-12-27,5923,7319.88,COD,Failed
12203,2023-09-29,18049,5681.3,COD,Refunded
12204,2023-12-07,2403,7181.37,Bank Transfer,Failed
12205,2024-04-26,16187,7416.69,Card,Refunded
12206,2025-05-30,7370,2484.38,Bank Transfer,Success
12207,2024-06-05,18395,2883.82,Wallet,Failed
12208,2024-02-25,17901,3259.4,Card,Failed
12209,2025-09-17,11704,6944.08,COD,Refunded
12210,2024-09-29,16973,9294.81,COD,Refunded
12211,2023-03-25,8695,4428.52,Wallet,Refunded
12212,2023-01-22,16121,6219.89,Card,Failed
12213,2025-10-31,4673,2020.88,Wallet,Success
12214,2025-09-09,3959,7903.87,Card,Success
12215,2025-05-26,15394,2168.73,COD,Success
12216,2023-04-03,19456,4902.94,Bank Transfer,Refunded
12217,2024-11-22,8901,3058.02,Bank Transfer,Failed
12218,2023-11-13,4375,3278.27,Wallet,Success
12219,2024-04-27,2608,5887.9,COD,Refunded
12220,2023-05-09,349,1494.45,Card,Refunded
12221,2023-04-27,9092,4128.89,Bank Transfer,Success
12222,2025-05-18,12977,1558.53,Wallet,Success
12223,2023-04-30,3124,6442.47,Wallet,Failed
12224,2024-08-11,12138,1184.31,Card,Refunded
12225,2024-03-03,13860,3946.81,Wallet,Failed
12226,2024-04-29,10083,1690.31,COD,Refunded
12227,2025-01-09,5365,1883.37,Card,Refunded
12228,2025-07-01,6581,4400.21,Card,Refunded
12229,2023-12-05,11058,732.7,Card,Refunded
12230,2023-11-13,576,3018.85,Wallet,Refunded
12231,2023-07-24,3274,6149.97,COD,Success
12232,2025-05-30,13597,3735.29,Card,Refunded
12233,2024-03-02,13141,5435.53,Card,Refunded
12234,2024-01-18,19218,5236.63,Wallet,Refunded
12235,2022-12-20,1200,3499.42,Card,Refunded
12236,2023-05-20,156,2804.46,Card,Failed
12237,2025-04-27,3710,5618.15,Wallet,Success
12238,2023-10-10,15683,545.71,Bank Transfer,Failed
12239,2023-02-19,13579,2839.24,Card,Refunded
12240,2024-05-14,10860,6755.37,COD,Failed
12241,2024-09-11,670,8542.1,Bank Transfer,Refunded
12242,2024-03-05,9059,4358.14,Card,Refunded
12243,2024-02-23,5140,2022.09,COD,Failed
12244,2025-05-03,2463,3803.34,COD,Failed
12245,2024-10-07,19824,5160.46,Wallet,Refunded
12246,2024-06-10,7546,6560.09,Wallet,Refunded
12247,2025-11-02,1408,7371.47,Wallet,Refunded
12248,2023-11-27,231,8378.65,Card,Refunded
12249,2022-12-23,5577,2360.87,Bank Transfer,Success
12250,2023-04-18,14696,2860.21,Bank Transfer,Refunded
12251,2025-09-03,19987,3004.55,Bank Transfer,Failed
12252,2023-11-17,13244,6973.82,Wallet,Refunded
12253,2023-11-10,11783,4945.94,COD,Refunded
12254,2024-03-01,15567,219.48,Bank Transfer,Refunded
12255,2024-01-31,14631,7284.62,Bank Transfer,Refunded
12256,2025-08-12,10048,9820.2,Bank Transfer,Failed
12257,2023-07-23,12367,4451.18,COD,Refunded
12258,2024-05-13,12639,1324.29,Bank Transfer,Refunded
12259,2025-07-28,7532,2318.13,Bank Transfer,Refunded
12260,2023-02-14,13956,314.12,Bank Transfer,Failed
12261,2024-10-30,7459,4760.45,Card,Success
12262,2024-12-28,4428,9149.39,Bank Transfer,Success
12263,2025-01-09,6812,4.4,COD,Refunded
12264,2024-02-22,8354,6531.11,COD,Refunded
12265,2025-11-06,9126,5495.1,COD,Refunded
12266,2024-01-28,4493,6091.51,COD,Refunded
12267,2024-03-26,1885,3440.21,Card,Failed
12268,2023-06-28,8066,7310.94,Bank Transfer,Success
12269,2023-07-03,13311,5404.57,Bank Transfer,Success
12270,2023-12-20,19767,9461.28,Card,Refunded
12271,2024-10-04,11984,2537.95,Bank Transfer,Refunded
12272,2023-10-28,16791,2804.4,Card,Refunded
12273,2024-07-03,1578,2331.08,Card,Success
12274,2025-05-20,5699,7721.33,Bank Transfer,Success
12275,2024-02-24,13814,4800.23,COD,Failed
12276,2024-09-26,10707,1675.43,COD,Failed
12277,2023-11-29,1508,9857.61,COD,Failed
12278,2024-07-22,15297,9986.33,COD,Success
12279,2023-06-29,14013,1238.3,Bank Transfer,Success
12280,2023-06-27,14360,7468.22,COD,Success
12281,2025-08-05,16338,1411.34,Wallet,Failed
12282,2024-08-22,557,5533.39,Card,Refunded
12283,2023-07-30,10248,8405.98,Card,Success
12284,2025-04-07,6432,3457.5,Bank Transfer,Refunded
12285,2025-09-13,823,3954.0,Wallet,Refunded
12286,2024-07-19,6895,4743.76,COD,Refunded
12287,2024-09-26,6735,3629.48,Wallet,Success
12288,2025-04-19,4461,8632.98,COD,Refunded
12289,2023-10-08,6409,6585.5,Card,Refunded
12290,2023-02-24,12586,3014.83,COD,Refunded
12291,2025-01-25,2059,4249.24,Card,Failed
12292,2025-05-26,8670,7464.9,Card,Failed
12293,2024-08-07,14884,8675.61,Wallet,Failed
12294,2023-05-17,5568,2715.26,Card,Success
12295,2025-07-21,8862,4146.02,COD,Failed
12296,2024-07-04,15549,6055.05,Card,Failed
12297,2023-05-15,5278,2063.9,Wallet,Success
12298,2025-08-17,3952,1777.93,Card,Success
12299,2024-05-07,14911,1768.59,Bank Transfer,Failed
12300,2023-10-30,11551,18.39,Bank Transfer,Failed
12301,2023-06-06,13621,9242.26,COD,Success
12302,2023-11-06,19745,3936.21,Card,Refunded
12303,2023-09-03,694,9982.33,COD,Success
12304,2024-11-12,3429,3074.05,Card,Failed
12305,2024-06-15,15202,6392.31,COD,Refunded
12306,2024-01-12,8940,2275.61,Card,Failed
12307,2024-11-10,15575,6645.03,Wallet,Failed
12308,2024-06-08,12582,8278.49,Card,Failed
12309,2025-11-28,10753,6596.94,Wallet,Success
12310,2023-08-20,12904,1872.83,Wallet,Refunded
12311,2025-06-01,12033,3351.17,COD,Success
12312,2025-08-09,12684,6102.28,Bank Transfer,Failed
12313,2023-06-05,16829,6949.04,Bank Transfer,Refunded
12314,2024-07-13,8524,200.75,Wallet,Success
12315,2024-01-30,18466,7197.99,Card,Refunded
12316,2024-10-25,6993,8489.24,Bank Transfer,Failed
12317,2023-08-17,4112,9554.76,COD,Failed
12318,2024-09-19,9015,9498.16,Bank Transfer,Refunded
12319,2025-03-03,6477,799.64,COD,Failed
12320,2024-07-11,4259,9391.44,Wallet,Success
12321,2025-11-22,8512,3745.27,Card,Refunded
12322,2025-07-22,11192,631.73,COD,Failed
12323,2025-08-30,1150,3419.87,COD,Failed
12324,2022-12-14,12332,1108.21,Wallet,Refunded
12325,2023-12-11,16364,7018.71,Card,Failed
12326,2023-12-26,12332,6770.74,Card,Success
12327,2024-09-02,7594,5172.06,Card,Failed
12328,2023-07-04,10720,4515.49,Bank Transfer,Success
12329,2024-02-20,17882,5950.34,Bank Transfer,Failed
12330,2024-04-11,3757,7979.01,Bank Transfer,Refunded
12331,2023-09-09,8370,3951.7,COD,Refunded
12332,2024-03-12,7250,5217.97,Card,Success
12333,2023-06-22,10505,8470.26,Wallet,Refunded
12334,2022-12-30,7933,8393.51,Card,Refunded
12335,2024-04-28,15808,8188.17,Card,Failed
12336,2024-04-28,4068,9552.08,Bank Transfer,Refunded
12337,2023-05-16,4339,4362.88,COD,Failed
12338,2023-05-06,2467,561.74,Wallet,Success
12339,2023-10-11,16330,2326.05,Wallet,Success
12340,2023-11-27,13244,9984.61,COD,Success
12341,2023-12-29,4217,8208.68,Wallet,Failed
12342,2025-01-03,13470,7744.31,Wallet,Failed
12343,2024-05-18,17237,7956.0,Bank Transfer,Failed
12344,2025-08-14,3976,8250.51,Bank Transfer,Refunded
12345,2023-03-12,649,699.67,COD,Failed
12346,2025-03-19,9051,604.83,COD,Failed
12347,2024-08-15,17402,9765.49,Bank Transfer,Success
12348,2023-12-02,19049,949.69,Wallet,Refunded
12349,2024-09-24,13873,4110.86,COD,Success
12350,2023-01-15,4468,823.12,Card,Success
12351,2023-11-30,18221,4528.19,Bank Transfer,Failed
12352,2025-11-05,7252,7015.72,COD,Failed
12353,2023-12-31,10555,40.65,Bank Transfer,Refunded
12354,2024-09-24,18965,2052.52,COD,Refunded
12355,2024-08-21,5557,9794.12,Card,Success
12356,2023-03-20,17105,3256.51,COD,Success
12357,2023-10-19,10966,4157.58,Wallet,Success
12358,2024-12-06,5693,9792.91,COD,Refunded
12359,2024-11-19,3793,385.2,Wallet,Refunded
12360,2023-12-25,15407,666.43,Bank Transfer,Failed
12361,2023-07-03,15898,8757.48,Bank Transfer,Failed
12362,2024-04-09,5362,5104.71,COD,Success
12363,2023-05-09,12062,4741.13,Card,Failed
12364,2023-12-28,18835,6917.29,Wallet,Failed
12365,2023-09-12,2705,4051.68,Card,Refunded
12366,2025-10-25,12867,9197.45,COD,Success
12367,2024-03-02,8103,6916.87,Wallet,Failed
12368,2025-10-07,14689,8928.79,Bank Transfer,Success
12369,2025-11-27,13569,1788.31,COD,Success
12370,2024-07-12,7758,2578.44,COD,Success
12371,2024-02-26,2882,1700.62,Wallet,Refunded
12372,2024-09-09,14280,5722.87,Card,Success
12373,2025-06-13,3760,182.91,Wallet,Success
12374,2023-05-23,9860,330.41,Card,Success
12375,2022-12-21,8632,9724.44,Card,Failed
12376,2024-11-15,18733,7238.44,Wallet,Failed
12377,2025-08-10,17835,55.89,Bank Transfer,Success
12378,2023-03-04,10589,2300.03,COD,Refunded
12379,2025-10-01,9884,3007.93,Card,Success
12380,2024-06-03,9551,5697.05,Card,Refunded
12381,2025-10-30,8556,4462.27,Bank Transfer,Success
12382,2025-11-15,260,9515.27,Bank Transfer,Success
12383,2025-03-16,2674,5780.4,Bank Transfer,Success
12384,2024-03-16,5933,4177.38,Wallet,Failed
12385,2025-07-07,16558,7256.95,COD,Failed
12386,2024-09-22,6523,4563.0,Card,Failed
12387,2023-09-10,5530,6969.57,Bank Transfer,Success
12388,2023-10-11,7835,2041.69,COD,Success
12389,2024-03-21,1719,9480.61,Bank Transfer,Failed
12390,2023-10-15,17740,216.79,COD,Success
12391,2025-05-25,19837,4507.53,Wallet,Success
12392,2024-11-05,8945,6491.7,COD,Failed
12393,2023-10-21,14974,4464.34,COD,Success
12394,2022-12-20,16196,6435.34,Bank Transfer,Success
12395,2024-03-14,9858,5688.66,Bank Transfer,Failed
12396,2023-01-29,1276,8417.97,Wallet,Refunded
12397,2025-11-27,4083,8561.68,Wallet,Refunded
12398,2025-04-08,1918,7251.01,Card,Failed
12399,2023-01-26,538,1867.52,Card,Success
12400,2023-02-07,5425,9973.21,Card,Success
12401,2024-07-13,4328,1229.63,COD,Success
12402,2024-10-02,13643,3424.07,COD,Refunded
12403,2025-01-11,11148,8940.15,Card,Success
12404,2023-01-29,3114,2404.49,COD,Success
12405,2025-05-31,11755,6572.04,Wallet,Refunded
12406,2025-06-08,13240,123.94,COD,Refunded
12407,2025-02-27,17731,9237.74,COD,Failed
12408,2023-07-15,10498,33.16,COD,Failed
12409,2024-05-19,4529,6496.58,Card,Refunded
12410,2023-03-20,17705,1203.33,Bank Transfer,Refunded
12411,2025-04-06,16677,7667.09,COD,Refunded
12412,2023-12-19,726,5405.61,Card,Success
12413,2024-04-27,1147,6613.84,COD,Success
12414,2024-10-10,13982,2244.53,Card,Failed
12415,2024-08-26,2678,8635.0,COD,Failed
12416,2024-10-25,3008,8389.82,COD,Refunded
12417,2024-11-17,18889,442.78,Card,Success
12418,2024-04-17,14307,4370.65,Bank Transfer,Refunded
12419,2024-11-11,19563,4411.15,Wallet,Refunded
12420,2024-05-30,10678,1398.57,Wallet,Refunded
12421,2023-04-12,2892,1938.23,Wallet,Refunded
12422,2024-12-09,13743,1745.32,Wallet,Success
12423,2025-10-24,18273,9785.71,COD,Failed
12424,2025-11-04,16901,5260.12,Wallet,Failed
12425,2023-08-04,16493,1416.89,Bank Transfer,Refunded
12426,2024-07-09,8030,6804.52,COD,Failed
12427,2023-04-29,17461,8261.54,Card,Failed
12428,2025-08-11,15548,5940.99,Bank Transfer,Success
12429,2023-11-07,17642,8910.07,Card,Success
12430,2023-10-29,37,6413.16,COD,Failed
12431,2024-07-21,1087,6784.3,Card,Refunded
12432,2025-03-28,17091,7277.72,Bank Transfer,Success
12433,2023-12-20,3411,8223.52,Bank Transfer,Refunded
12434,2024-07-07,5693,982.97,Bank Transfer,Failed
12435,2023-11-26,14558,3268.53,COD,Failed
12436,2025-04-21,13064,5840.09,Wallet,Refunded
12437,2024-07-19,399,6106.04,Card,Refunded
12438,2023-10-04,15634,1266.31,Wallet,Refunded
12439,2025-11-01,5910,2946.15,Bank Transfer,Failed
12440,2024-09-28,3110,2665.89,Card,Failed
12441,2024-01-18,14007,9511.35,Bank Transfer,Refunded
12442,2025-04-16,11890,9455.94,COD,Failed
12443,2025-07-04,4157,7709.35,COD,Failed
12444,2024-11-02,9847,5648.47,Bank Transfer,Refunded
12445,2024-11-21,6982,1175.34,Bank Transfer,Failed
12446,2023-05-17,16222,6950.56,COD,Success
12447,2025-11-18,8184,1816.32,COD,Failed
12448,2023-06-01,13642,1474.82,Bank Transfer,Failed
12449,2023-10-01,10471,4261.47,Bank Transfer,Refunded
12450,2024-01-22,16370,3879.89,Bank Transfer,Success
12451,2024-03-13,7205,7056.62,Bank Transfer,Success
12452,2024-01-29,146,3442.58,Wallet,Refunded
12453,2023-12-17,11089,6163.24,Card,Failed
12454,2024-09-18,1258,7921.85,Wallet,Failed
12455,2023-12-13,16965,5166.57,COD,Success
12456,2023-07-25,5619,2335.37,Wallet,Refunded
12457,2025-10-16,7380,8038.16,Bank Transfer,Success
12458,2024-12-04,5969,4616.35,Bank Transfer,Refunded
12459,2023-02-23,543,6623.02,Card,Failed
12460,2025-03-13,4960,622.43,Bank Transfer,Failed
12461,2023-08-02,11761,3274.16,COD,Failed
12462,2023-08-05,2412,8987.39,Wallet,Failed
12463,2024-01-15,2367,8837.79,Wallet,Success
12464,2023-10-23,19512,1595.1,COD,Refunded
12465,2024-06-19,5236,1386.5,Bank Transfer,Failed
12466,2023-08-19,427,7893.54,COD,Failed
12467,2024-06-02,12412,3583.27,COD,Success
12468,2023-01-30,12372,406.72,Wallet,Refunded
12469,2024-07-25,8299,2162.75,Bank Transfer,Refunded
12470,2025-08-27,3149,5974.99,Wallet,Failed
12471,2024-07-26,6912,6888.56,Bank Transfer,Success
12472,2023-05-24,12212,9046.7,COD,Refunded
12473,2023-10-14,3426,5887.43,Card,Failed
12474,2025-05-07,5985,4311.89,COD,Refunded
12475,2025-07-13,4855,8259.6,COD,Refunded
12476,2025-09-23,9845,9163.4,Wallet,Refunded
12477,2025-06-26,1169,3987.71,COD,Success
12478,2023-09-14,6312,4728.38,Bank Transfer,Refunded
12479,2023-10-30,10586,9230.54,Bank Transfer,Refunded
12480,2023-07-13,12321,3978.92,Bank Transfer,Refunded
12481,2023-07-10,12500,4895.21,COD,Failed
12482,2023-04-02,11826,2454.8,Card,Success
12483,2022-12-31,263,8350.94,Wallet,Failed
12484,2024-12-20,2181,9270.31,COD,Refunded
12485,2025-05-05,4567,6436.82,Wallet,Failed
12486,2023-10-04,11137,6323.75,Card,Failed
12487,2024-03-17,4016,5746.83,Wallet,Refunded
12488,2025-05-10,6385,8341.88,COD,Refunded
12489,2025-02-17,18200,2817.87,Wallet,Refunded
12490,2023-01-11,10408,6446.83,COD,Refunded
12491,2023-01-20,8138,3772.96,Card,Failed
12492,2024-08-28,18251,8459.72,Wallet,Failed
12493,2023-04-12,5513,9453.43,Wallet,Success
12494,2025-04-07,10494,3075.21,Wallet,Refunded
12495,2023-01-28,12930,8693.5,Bank Transfer,Success
12496,2025-11-16,11102,2131.23,Bank Transfer,Failed
12497,2025-03-05,11951,9078.11,COD,Refunded
12498,2024-12-01,9413,8498.46,Bank Transfer,Refunded
12499,2025-04-04,10064,1305.45,Bank Transfer,Failed
12500,2025-09-21,6077,8671.96,Card,Success
12501,2025-11-07,3691,179.01,Wallet,Failed
12502,2023-08-30,449,133.5,Bank Transfer,Success
12503,2025-04-23,7347,2039.85,Wallet,Success
12504,2024-06-02,14019,8145.22,COD,Failed
12505,2023-07-12,19058,8897.12,Wallet,Failed
12506,2024-11-27,12201,7923.54,Bank Transfer,Refunded
12507,2023-07-28,7616,3476.18,Wallet,Success
12508,2023-02-22,2795,9912.82,COD,Success
12509,2023-09-08,19971,3089.25,COD,Refunded
12510,2024-01-13,13716,9960.68,Card,Refunded
12511,2025-06-16,665,4859.16,Card,Failed
12512,2023-10-09,13949,4195.07,COD,Refunded
12513,2025-09-07,7647,3082.51,COD,Refunded
12514,2024-09-04,1744,6420.02,Card,Success
12515,2025-06-12,19670,3649.83,Card,Refunded
12516,2025-10-17,11153,7759.61,Card,Refunded
12517,2025-04-27,10007,8568.95,COD,Refunded
12518,2024-10-01,14865,55.28,Card,Refunded
12519,2024-12-16,18214,4326.8,Bank Transfer,Success
12520,2024-01-20,2312,4844.94,Card,Success
12521,2024-03-29,1748,344.85,Card,Failed
12522,2023-12-28,14615,836.41,Bank Transfer,Refunded
12523,2024-02-07,15571,8242.21,Bank Transfer,Refunded
12524,2023-11-11,19990,4326.41,Wallet,Failed
12525,2025-02-02,12386,323.93,COD,Success
12526,2024-11-15,5747,7117.26,Card,Failed
12527,2024-01-18,686,2770.67,COD,Refunded
12528,2024-03-30,8709,9214.39,Wallet,Refunded
12529,2025-05-14,1162,8011.33,COD,Refunded
12530,2024-06-30,5581,3785.59,Wallet,Failed
12531,2024-08-13,12523,5552.3,Card,Refunded
12532,2025-10-31,11831,2504.98,COD,Failed
12533,2023-02-18,12424,9259.91,Bank Transfer,Success
12534,2024-07-19,8871,2226.61,Bank Transfer,Failed
12535,2025-11-18,12001,3437.88,Wallet,Success
12536,2024-01-16,4887,2291.56,Bank Transfer,Success
12537,2025-06-09,12815,1752.2,Bank Transfer,Success
12538,2025-03-02,9820,3545.36,COD,Failed
12539,2023-05-22,1948,1485.07,Wallet,Success
12540,2024-05-09,18158,9231.04,Card,Refunded
12541,2025-05-10,5050,5014.56,Card,Success
12542,2023-11-30,1900,4616.92,COD,Success
12543,2023-05-29,17726,3009.09,Bank Transfer,Refunded
12544,2022-12-09,15882,3744.35,Wallet,Success
12545,2024-05-14,13272,5092.34,Wallet,Failed
12546,2025-01-08,7052,9578.92,Wallet,Failed
12547,2024-10-19,3492,2230.75,Card,Failed
12548,2025-11-22,9859,3031.59,Wallet,Refunded
12549,2025-07-28,16220,539.03,Bank Transfer,Failed
12550,2025-02-28,19792,6367.42,Wallet,Refunded
12551,2024-10-28,7156,2575.71,Wallet,Success
12552,2025-08-06,1776,1616.22,Card,Success
12553,2023-05-18,1850,2761.07,COD,Success
12554,2023-03-07,5081,9696.75,Wallet,Refunded
12555,2024-10-05,462,606.04,Card,Failed
12556,2023-10-04,4901,3065.88,COD,Failed
12557,2024-07-29,15731,3008.37,Wallet,Refunded
12558,2024-10-27,2682,264.54,Card,Refunded
12559,2023-10-18,15250,3422.48,Card,Failed
12560,2023-04-24,4135,251.57,Card,Success
12561,2025-03-09,8982,8299.19,Card,Refunded
12562,2024-02-21,18258,371.03,Bank Transfer,Failed
12563,2023-09-07,1035,8952.82,COD,Refunded
12564,2025-08-19,5086,4291.64,COD,Failed
12565,2025-02-18,11938,889.24,Bank Transfer,Refunded
12566,2024-05-16,1224,7632.45,Wallet,Failed
12567,2024-11-18,19417,4994.12,Wallet,Refunded
12568,2023-06-22,13841,6759.99,Card,Failed
12569,2025-07-04,9773,9332.67,Bank Transfer,Refunded
12570,2023-10-07,16045,3931.93,Card,Failed
12571,2024-03-30,1310,3710.77,Wallet,Refunded
12572,2025-07-19,8913,9776.7,COD,Failed
12573,2025-02-09,13397,826.17,Bank Transfer,Refunded
12574,2023-06-25,16211,6399.17,Wallet,Failed
12575,2024-07-14,3487,7675.34,Wallet,Failed
12576,2025-06-27,350,245.02,COD,Refunded
12577,2023-06-24,13854,5091.49,Card,Refunded
12578,2024-04-06,14136,9535.94,COD,Success
12579,2024-11-14,19421,2338.24,Card,Failed
12580,2025-03-15,6213,4255.86,Card,Failed
12581,2023-02-14,472,2109.26,Wallet,Failed
12582,2023-02-27,7315,5011.55,Card,Refunded
12583,2025-02-08,3325,3340.94,COD,Failed
12584,2025-08-10,2640,3312.64,COD,Refunded
12585,2025-02-18,15804,2303.59,Card,Refunded
12586,2023-12-17,12525,4710.69,Wallet,Refunded
12587,2025-08-25,10944,5691.94,Bank Transfer,Refunded
12588,2025-03-06,4635,7180.46,COD,Success
12589,2024-11-26,10224,2104.92,Wallet,Refunded
12590,2023-12-10,17737,2447.84,COD,Success
12591,2023-05-21,4475,2481.42,Bank Transfer,Failed
12592,2022-12-11,4485,7753.03,Wallet,Refunded
12593,2023-06-09,3644,4680.96,Wallet,Failed
12594,2024-08-13,11355,2672.9,COD,Refunded
12595,2025-08-03,16612,8018.21,Bank Transfer,Failed
12596,2025-02-21,17770,8911.91,Bank Transfer,Failed
12597,2023-12-07,16058,5054.71,COD,Refunded
12598,2024-11-27,15579,6794.93,Wallet,Success
12599,2024-02-07,2327,834.7,Wallet,Success
12600,2024-05-28,7117,1082.97,COD,Refunded
12601,2023-01-30,16846,6287.88,Card,Refunded
12602,2023-01-08,16628,6304.49,COD,Failed
12603,2025-02-11,17389,8901.94,Wallet,Failed
12604,2025-04-20,17745,3036.14,Bank Transfer,Failed
12605,2024-10-09,6577,7720.74,Bank Transfer,Failed
12606,2025-04-02,2543,2075.35,Wallet,Success
12607,2024-11-29,15703,9773.23,COD,Failed
12608,2023-07-03,9876,420.38,Wallet,Refunded
12609,2025-01-14,2547,3069.54,Card,Success
12610,2024-11-10,14310,9743.55,COD,Refunded
12611,2024-05-01,11675,6476.11,COD,Failed
12612,2025-04-07,12234,5534.09,Wallet,Success
12613,2024-05-26,4305,7847.6,Bank Transfer,Success
12614,2025-07-14,8903,6510.01,Wallet,Failed
12615,2025-06-05,14955,2570.88,Card,Failed
12616,2023-02-12,10516,8642.89,Bank Transfer,Refunded
12617,2025-09-20,4740,2326.55,Wallet,Success
12618,2025-10-19,6541,2590.52,Bank Transfer,Failed
12619,2023-09-08,18321,4383.98,Card,Refunded
12620,2025-08-18,10009,1101.6,Bank Transfer,Success
12621,2024-03-17,11258,5119.2,Wallet,Refunded
12622,2025-07-25,788,561.65,Wallet,Failed
12623,2024-08-08,10592,9703.69,Bank Transfer,Success
12624,2025-09-22,6353,3938.25,Wallet,Failed
12625,2023-03-21,18817,1406.71,Wallet,Failed
12626,2024-10-03,1585,8698.46,Bank Transfer,Refunded
12627,2023-01-28,19682,3636.42,COD,Refunded
12628,2024-12-09,11205,1429.06,Card,Success
12629,2023-01-27,8880,4494.98,Wallet,Failed
12630,2025-09-11,13873,8150.05,Card,Success
12631,2023-05-09,9388,3705.95,Card,Success
12632,2023-08-07,7604,6932.04,Card,Success
12633,2025-09-21,14083,9334.64,COD,Failed
12634,2025-03-13,12509,44.02,Bank Transfer,Failed
12635,2025-05-16,12907,5697.58,Wallet,Refunded
12636,2024-10-31,1498,8132.33,Wallet,Failed
12637,2025-08-30,2406,3540.34,Card,Refunded
12638,2024-05-07,16569,541.53,Wallet,Refunded
12639,2024-10-04,18291,423.94,Card,Failed
12640,2024-11-11,13718,3252.51,COD,Failed
12641,2024-04-15,9670,3166.87,Wallet,Success
12642,2022-12-18,17096,2062.63,COD,Success
12643,2023-02-13,11827,4969.18,COD,Success
12644,2025-07-03,8849,9142.93,COD,Failed
12645,2023-04-15,8059,1737.38,Card,Success
12646,2024-05-16,3472,8896.99,COD,Refunded
12647,2023-04-18,8325,9442.41,COD,Refunded
12648,2023-09-18,15983,3780.31,Wallet,Success
12649,2025-09-16,3730,7450.03,Card,Success
12650,2025-10-10,14705,7980.87,Card,Refunded
12651,2025-08-28,19242,5724.74,Bank Transfer,Success
12652,2025-06-24,10495,4209.8,COD,Success
12653,2023-12-21,18022,8755.82,Card,Refunded
12654,2023-06-12,9962,7999.79,COD,Success
12655,2024-07-20,3659,248.14,Bank Transfer,Success
12656,2025-03-28,13016,3723.69,Card,Failed
12657,2024-12-20,17685,8545.14,Wallet,Refunded
12658,2024-11-08,15348,3990.53,COD,Refunded
12659,2025-07-05,9833,4224.75,Card,Refunded
12660,2024-12-07,19677,4820.33,Card,Refunded
12661,2025-01-20,13521,8238.13,Card,Success
12662,2024-07-07,18161,7496.41,Bank Transfer,Failed
12663,2024-04-02,6101,9962.96,Card,Refunded
12664,2025-06-16,13586,3955.55,Bank Transfer,Refunded
12665,2023-11-22,13597,583.7,Bank Transfer,Success
12666,2023-06-01,19889,7958.61,Card,Refunded
12667,2023-06-24,18972,6224.15,Wallet,Failed
12668,2023-02-12,3889,6092.68,COD,Refunded
12669,2023-10-19,6308,4374.04,Card,Success
12670,2023-12-31,4001,8412.34,Wallet,Failed
12671,2023-07-06,9079,209.19,Card,Success
12672,2023-02-14,19635,104.88,Bank Transfer,Success
12673,2024-05-31,19608,1058.75,Wallet,Refunded
12674,2024-03-10,9294,2009.56,Card,Success
12675,2024-08-18,19974,4574.35,Bank Transfer,Failed
12676,2023-07-01,3852,2748.84,COD,Refunded
12677,2023-06-12,12175,8970.77,Bank Transfer,Success
12678,2024-05-19,11456,6835.13,Card,Success
12679,2023-04-02,2654,3636.87,Bank Transfer,Success
12680,2023-03-20,7532,6336.66,Card,Failed
12681,2024-12-30,8664,4784.43,Card,Success
12682,2023-02-05,2638,5157.44,Card,Failed
12683,2025-09-01,19484,7426.44,Card,Refunded
12684,2024-05-26,9759,4181.23,Card,Failed
12685,2025-08-28,7668,182.33,Card,Success
12686,2024-01-19,12724,8797.44,Bank Transfer,Failed
12687,2025-06-01,19895,7043.43,COD,Refunded
12688,2025-05-04,5037,1119.48,Card,Refunded
12689,2022-12-15,16982,157.88,Wallet,Failed
12690,2024-03-23,13014,9542.19,COD,Success
12691,2024-04-22,15850,1405.96,COD,Failed
12692,2023-02-26,8500,1804.12,Card,Success
12693,2024-01-31,9466,8240.86,Bank Transfer,Success
12694,2025-01-21,2711,1192.24,Wallet,Failed
12695,2025-02-13,9993,5716.82,Card,Refunded
12696,2024-12-02,13120,5569.32,Bank Transfer,Success
12697,2023-08-26,6714,4271.4,Wallet,Refunded
12698,2025-04-10,7585,46.42,Card,Refunded
12699,2024-10-19,10542,7991.45,Wallet,Failed
12700,2024-07-07,17353,6661.77,Card,Failed
12701,2024-06-09,16719,5320.4,Wallet,Failed
12702,2023-10-07,17110,2020.95,Bank Transfer,Failed
12703,2024-09-06,8803,5151.17,Wallet,Refunded
12704,2024-01-08,8071,3567.34,Bank Transfer,Success
12705,2025-07-17,2165,379.25,COD,Failed
12706,2025-07-27,4418,6712.4,Wallet,Success
12707,2025-02-02,6549,5583.7,COD,Refunded
12708,2023-02-02,858,5247.38,Card,Failed
12709,2024-10-13,7078,4673.02,Card,Refunded
12710,2022-12-10,17011,7599.61,Card,Success
12711,2024-03-11,11153,8936.69,Wallet,Success
12712,2023-03-30,641,3805.19,COD,Refunded
12713,2025-05-11,2899,3716.04,COD,Success
12714,2025-05-04,14653,9247.78,Bank Transfer,Failed
12715,2025-06-03,5082,3347.64,COD,Refunded
12716,2023-05-09,6506,1700.23,Bank Transfer,Failed
12717,2024-10-09,14825,6930.88,Bank Transfer,Refunded
12718,2023-06-20,7785,8525.58,Card,Refunded
12719,2024-03-03,9764,1391.44,Wallet,Failed
12720,2023-05-03,8347,59.51,Bank Transfer,Failed
